,hero,entry,move,weapon,hp,atk,spd,def,res,total,color,weapon-type,regular_5,chosen,harmonized,duo,ghb,special,mythic,regular_4_3_2_1,tempest,story,attuned,aided,emblem,specialRate,rearmed,entwined,legendary
647,Kiragi: Upbeat Archer,Fates,Infantry,Colorless Bow,40,38,43,37,23,181,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
648,Kiria: Cool Façade,Tokyo Mirage Sessions ♯FE Encore,Infantry,Red Tome,38,41,20,29,34,162,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
649,Kjelle: Fair Fighter,Awakening,Armored,Blue Lance,47,40,22,37,28,174,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
650,Klein: Silver Nobleman,The Binding Blade,Infantry,Colorless Bow,40,31,33,20,24,148,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
651,Kliff: Curious Spirit,Echoes,Infantry,Blue Tome,37,30,37,25,28,157,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
652,Knoll: Darkness Watcher,The Sacred Stones,Infantry,Red Tome,43,37,32,19,35,166,Red,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
653,Kris: Ardent Firebrand,Shadow Dragon / (New) Mystery,Cavalry,Green Axe,41,37,37,31,22,168,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
654,Kris: Unknown Hero,Shadow Dragon / (New) Mystery,Infantry,Red Sword,40,37,40,30,25,172,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
655,Kris: Unsung Hero,Shadow Dragon / (New) Mystery,Infantry,Blue Lance,40,37,40,30,25,172,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
656,Kronya: Gleaming Blade,Three Houses,Infantry,Colorless Dagger,44,31,39,22,26,162,Colorless,Dagger,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
657,Kurthnaga: Autumn Goldoan,Radiant Dawn,Infantry,Red Breath,45,39,27,36,35,182,Red,Breath,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
658,Kvasir: Seer of the Past,Heroes,Cavalry,Red Tome,40,44,47,17,26,174,Red,Tome,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
659,Kvasir: Unknown Future,Heroes,Infantry,Green Tome,40,45,47,21,30,183,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
660,Kyle: Zealous Knight,The Sacred Stones,Cavalry,Blue Lance,41,47,31,45,21,185,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
661,Kyza: Tiger of Fortune,Radiant Dawn,Infantry,Red Beast,45,39,26,41,30,181,Red,Beast,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
662,L'Arachel: Harvest Princess,The Sacred Stones,Cavalry,Green Tome,39,36,34,22,20,151,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
663,L'Arachel: Justice-Armed,The Sacred Stones,Cavalry,Colorless Staff,40,49,48,18,30,185,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
664,L'Arachel: Princess of Light,The Sacred Stones,Cavalry,Blue Tome,33,33,31,17,31,145,Blue,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
665,L'Arachel: Seeker of Justice,The Sacred Stones,Cavalry,Colorless Staff,36,37,38,16,30,157,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
666,L'Arachel: Summer Princess,The Sacred Stones,Flying,Colorless Staff,37,46,44,16,30,173,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
667,Lachesis: Ballroom Bloom,Genealogy of the Holy War,Flying,Green Dagger,37,37,27,19,37,157,Green,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
668,Lachesis: Lionheart's Sister,Genealogy of the Holy War,Infantry,Colorless Staff,39,32,25,22,30,148,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
669,Lachesis: Loving Sister,Genealogy of the Holy War,Cavalry,Green Axe,40,49,48,33,25,195,Green,Axe,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
670,Laegjarn: Burning Sun,Heroes,Flying,Blue Tome,37,34,37,20,21,149,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
671,Laegjarn: Flame and Frost,Heroes,Flying,Blue Bow,40,44,19,37,38,178,Blue,Bow,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
672,Laegjarn: Flame Ascendant,Heroes,Cavalry,Colorless Bow,40,39,41,30,18,168,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
673,Laegjarn: New Experiences,Heroes,Cavalry,Blue Lance,38,32,35,35,17,157,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
674,Laegjarn: Sheathed Steel,Heroes,Flying,Red Sword,41,32,36,36,17,162,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
675,Laevatein: Bonfire's Blaze,Heroes,Flying,Green Tome,38,38,16,31,26,149,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
676,Laevatein: Kumade Warrior,Heroes,Cavalry,Colorless Staff,33,36,30,27,18,144,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
677,Laevatein: Ninja of Múspell,Heroes,Flying,Green Axe,41,42,18,37,34,172,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
678,Laevatein: Searing Steel,Heroes,Infantry,Red Sword,39,37,31,34,22,163,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
679,Lamia: Hellspawn,Genealogy of the Holy War,Infantry,Red Sword,45,45,48,39,26,203,Red,Sword,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
680,Lana: Benevolent Bride,Genealogy of the Holy War,Flying,Colorless Staff,40,47,41,24,31,183,Colorless,Staff,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
681,Lapis: Forager of the Sea,Engage,Infantry,Blue Lance,41,45,48,35,30,199,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
682,Lapis: Mighty Bride,Engage,Cavalry,Red Sword,41,42,47,30,24,184,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
683,Lapis: Mighty Flower,Engage,Infantry,Red Sword,41,41,45,29,32,188,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
684,Lara: Step Lively,Thracia 776,Infantry,Red Dagger,40,35,44,34,24,177,Red,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
685,Larcei: Bride of Astra,Genealogy of the Holy War,Infantry,Blue Lance,40,45,48,35,31,199,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
686,Larcei: Keen Kin,Genealogy of the Holy War,Infantry,Red Sword,41,36,40,30,25,172,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
687,Larcei: Scion of Astra,Genealogy of the Holy War,Infantry,Green Axe,40,39,42,33,28,182,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
688,Larum: Dancing Bride,The Binding Blade,Flying,Blue Lance,38,32,40,26,31,167,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
689,Larum: Sprightly Dancer,The Binding Blade,Infantry,Colorless Dagger,37,32,39,18,30,156,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
690,Laslow: Dancing Duelist,Fates,Infantry,Red Sword,44,35,26,30,22,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
691,Laurent: The Elucidator,Awakening,Infantry,Colorless Tome,39,46,30,24,43,182,Colorless,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
692,Læraðr: Quieting Heart,Heroes,Armored,Colorless Beast,50,48,17,44,48,207,Colorless,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
693,Leanne: Forest's Song,Radiant Dawn,Flying,Colorless Beast,36,27,37,16,34,150,Colorless,Beast,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
694,Legault: The Hurricane,The Blazing Blade,Infantry,Colorless Dagger,39,31,38,24,19,151,Colorless,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
695,Legion: Masked Maniac,Shadow Dragon / (New) Mystery,Infantry,Green Axe,46,36,35,22,18,157,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
696,Leif: Destined Scions,Genealogy of the Holy War,Cavalry,Colorless Bow,40,40,41,27,20,168,Colorless,Bow,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
697,Leif: Prince of Leonster,Thracia 776,Infantry,Red Sword,40,32,38,30,23,163,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
698,Leif: Sworn to Country,Genealogy of the Holy War,Cavalry,Green Bow,40,48,16,47,34,185,Green,Bow,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
699,Leif: Unifier of Thracia,Genealogy of the Holy War,Cavalry,Colorless Bow,40,38,22,29,27,156,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
700,Leila: Keen Lookout,The Blazing Blade,Flying,Red Tome,40,38,43,20,25,166,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
701,Leila: Rose amid Fangs,The Blazing Blade,Infantry,Colorless Dagger,40,36,41,23,26,166,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
702,Leila: Superb Shadow,The Blazing Blade,Infantry,Colorless Dagger,40,45,48,27,33,193,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
703,Lena: Bereft Angel,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,45,48,27,19,49,188,Colorless,Staff,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
704,Lena: Tender Angel,Shadow Dragon / (New) Mystery,Infantry,Colorless Staff,40,32,29,24,37,162,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
705,Lene: Yearning Dancer,Genealogy of the Holy War,Infantry,Red Sword,35,28,35,23,28,149,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
706,Leo: Dark Sprout,Fates,Cavalry,Red Tome,40,49,27,16,48,180,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
707,Leo: Extra Tomatoes,Fates,Cavalry,Green Tome,37,33,21,27,28,146,Green,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
708,Leo: Festival Bonds,Fates,Cavalry,Colorless Tome,37,46,27,18,46,174,Colorless,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
709,Leo: Seashore's Prince,Fates,Infantry,Red Tome,37,32,27,16,35,147,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
710,Leo: Shrouded Heart,Fates,Cavalry,Green Bow,37,45,31,16,45,174,Green,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
711,Leo: Sorcerous Prince,Fates,Cavalry,Red Tome,39,29,22,25,30,145,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
712,Leon: True of Heart,Echoes,Infantry,Colorless Bow,39,34,30,30,15,148,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
713,Leonardo: Freedom's Arrow,Radiant Dawn,Infantry,Colorless Bow,40,44,42,26,36,188,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
714,Leonie: Relentless Rays,Three Houses,Cavalry,Colorless Bow,41,36,39,27,19,162,Colorless,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
715,Lethe: Cat Attack,Radiant Dawn,Cavalry,Blue Beast,40,44,47,35,24,190,Blue,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
716,Lethe: Gallia's Valkyrie,Radiant Dawn,Cavalry,Red Beast,41,33,38,26,19,157,Red,Beast,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
717,Lethe: New Year's Claw,Radiant Dawn,Cavalry,Green Beast,41,35,41,27,18,162,Green,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
718,Letizia: Curse Director,Heroes,Cavalry,Green Tome,38,40,16,35,34,163,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
719,Lewyn: Guiding Breeze,Genealogy of the Holy War,Infantry,Green Tome,38,34,37,17,25,151,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
720,Lewyn: Wind-Song Scion,Genealogy of the Holy War,Infantry,Blue Tome,40,38,40,19,34,171,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
721,Lex: Young Blade,Genealogy of the Holy War,Cavalry,Green Axe,45,36,30,38,19,168,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
722,Libra: Fetching Friar,Awakening,Infantry,Green Axe,40,35,32,28,29,164,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
723,Líf: Arcane Blade,Heroes,Cavalry,Red Sword,41,43,29,41,26,180,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
724,Líf: Lethal Swordsman,Heroes,Infantry,Red Sword,42,38,30,34,29,173,Red,Sword,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
725,Líf: Undying Ties Duo,Heroes,Cavalry,Red Tome,39,39,25,30,25,158,Red,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
726,Lifis: Terror of Iz,Thracia 776,Infantry,Green Axe,47,36,40,30,23,176,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
727,Lilina: Beachside Bloom,The Binding Blade,Cavalry,Red Dagger,35,38,25,16,35,149,Red,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
728,Lilina: Beaming Bride,The Binding Blade,Cavalry,Blue Tome,39,44,22,16,42,163,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
729,Lilina: Blush of Youth,The Binding Blade,Cavalry,Green Tome,34,35,30,20,26,145,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
730,Lilina: Brilliant Flame,The Binding Blade,Infantry,Green Tome,40,48,35,17,48,188,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
731,Lilina: Delightful Noble,The Binding Blade,Infantry,Red Tome,35,37,25,19,31,147,Red,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
732,Lilina: Firelight Leader,The Binding Blade,Cavalry,Red Tome,39,42,21,16,40,158,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
733,Lilith: Astral Daughter,Fates,Flying,Blue Breath,39,36,41,27,30,173,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
734,Lilith: Silent Broodling,Fates,Flying,Red Breath,39,40,43,29,33,184,Red,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
735,Limstella: Living Construct,The Blazing Blade,Infantry,Green Tome,41,39,23,32,36,171,Green,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
736,Linde: Bound by Fate,Shadow Dragon / (New) Mystery,Cavalry,Red Tome,37,44,45,16,27,169,Red,Tome,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
737,Linde: Light Mage,Shadow Dragon / (New) Mystery,Infantry,Blue Tome,35,35,36,14,27,147,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
738,Linde: Summer Rays,Shadow Dragon / (New) Mystery,Cavalry,Colorless Dagger,33,34,35,16,26,144,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
739,Linhardt: Hevring's Heir,Three Houses,Infantry,Colorless Staff,39,34,25,30,38,166,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
740,Linhardt: Spring Snoozer,Three Houses,Infantry,Colorless Bow,40,46,31,25,46,188,Colorless,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
741,Linoan: Lady of Tarrah,Thracia 776,Infantry,Colorless Staff,39,44,46,20,39,188,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
742,Linus: Mad Dog,The Blazing Blade,Infantry,Green Axe,42,37,33,32,19,163,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
743,Linus: Savage Dog,The Blazing Blade,Infantry,Green Axe,42,46,43,36,20,187,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
744,Lissa: Littlest Princess,Awakening,Infantry,Green Axe,40,47,17,47,42,193,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
745,Lissa: Pure Joy,Awakening,Armored,Green Axe,43,33,30,35,34,175,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
746,Lissa: Sprightly Cleric,Awakening,Infantry,Colorless Staff,39,26,25,28,30,148,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
747,Lissa: Sweet Celebrant,Awakening,Armored,Colorless Staff,42,35,25,37,40,179,Colorless,Staff,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
748,Lloyd: Vengeful Wolf,The Blazing Blade,Infantry,Red Sword,41,43,46,31,32,193,Red,Sword,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
749,Lloyd: White Wolf,The Blazing Blade,Infantry,Red Sword,41,32,35,20,30,158,Red,Sword,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
750,Loki: Spring Trickster,Heroes,Flying,Colorless Bow,39,31,34,27,25,156,Colorless,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
751,Loki: The Trickster,Heroes,Infantry,Colorless Staff,42,33,35,16,25,151,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
752,Loki: Trickster God,Heroes,Flying,Colorless Staff,39,47,30,16,47,179,Colorless,Staff,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
753,Lon'qu: Solitary Blade,Awakening,Infantry,Red Sword,45,29,39,22,22,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
754,Lon'qu: Spring Jitters,Awakening,Infantry,Green Axe,43,45,48,32,31,199,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
755,Lorenz: Highborn Heat,Three Houses,Infantry,Red Tome,45,32,31,25,29,162,Red,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
756,Lorenz: Red-Rose Noble,Three Houses,Cavalry,Blue Tome,42,48,45,23,27,185,Blue,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
757,Louis: Petal Knight,Engage,Armored,Red Bow,50,47,16,49,45,207,Red,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
758,Louise: Eternal Devotion,The Blazing Blade,Cavalry,Colorless Bow,39,31,34,17,30,151,Colorless,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
759,Louise: Lady of Violets,The Blazing Blade,Infantry,Colorless Bow,41,37,42,16,36,172,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
760,Lowen: Apprentice Knight,The Blazing Blade,Cavalry,Blue Lance,44,47,38,49,17,195,Blue,Lance,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
761,Lucia: Loyalty Enrobed,Path of Radiance,Infantry,Blue Lance,41,42,46,30,34,193,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
762,Lucia: Tireless Advisor,Radiant Dawn,Infantry,Red Sword,40,41,45,29,32,187,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
763,Lucina: Brave Princess,Awakening,Infantry,Blue Lance,41,34,36,27,19,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
764,Lucina: Fate's Resolve,Awakening,Cavalry,Green Axe,40,43,47,31,23,184,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
765,Lucina: Future Fondness,Awakening,Armored,Green Axe,41,39,42,37,31,190,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
766,Lucina: Future Witness,Awakening,Infantry,Red Sword,43,34,36,25,19,157,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
767,Lucina: Glorious Archer,Awakening,Infantry,Blue Bow,36,34,35,25,20,150,Blue,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
768,Lucina: Of Awakening,Awakening,Infantry,Red Bow,40,46,49,34,30,199,Red,Bow,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
769,Lucina: Shadows of Fate,Awakening,Cavalry,Colorless Bow,40,45,48,28,24,185,Colorless,Bow,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
770,Lucina: Spring Exalt,Awakening,Infantry,Blue Tome,35,29,36,22,25,147,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
771,Lucius: Calming Light,The Blazing Blade,Infantry,Colorless Staff,38,45,31,17,47,178,Colorless,Staff,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
772,Lucius: The Light,The Blazing Blade,Infantry,Colorless Staff,37,32,30,13,35,147,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
773,Ludveck: Rebellious Duke,Radiant Dawn,Armored,Green Axe,46,44,32,45,28,195,Green,Axe,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
774,Lugh: Anima Child,The Binding Blade,Infantry,Green Tome,37,35,36,17,31,156,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
775,Lukas: Buffet for One,Echoes,Armored,Blue Lance,51,37,21,42,22,173,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
776,Lukas: Sharp Soldier,Echoes,Infantry,Blue Lance,45,35,22,38,17,157,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
777,Luke: Rowdy Squire,Shadow Dragon / (New) Mystery,Cavalry,Red Sword,43,34,28,30,20,155,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
778,Lumera: Corrupted Dragon,Engage,Infantry,Red Breath,36,41,45,26,45,193,Red,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
779,Lumera: Dragon Monarch,Engage,Infantry,Red Sword,43,43,43,33,25,187,Red,Sword,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
780,Lumera: In Distant Skies,Engage,Infantry,Blue Breath,37,43,46,27,40,193,Blue,Breath,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
781,Lute: Limitless Curiosity,The Sacred Stones,Infantry,Red Tome,34,49,45,16,49,193,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
782,Lute: Prodigy,The Sacred Stones,Infantry,Blue Tome,33,36,32,16,34,151,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
783,Lute: Summer Prodigy,The Sacred Stones,Flying,Blue Tome,37,35,34,17,32,155,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
784,Luthier: Odd Wayfarer,Echoes,Infantry,Green Tome,43,37,36,20,30,166,Green,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
785,Luthier: Spring Hopes,Echoes,Cavalry,Blue Lance,41,38,36,31,27,173,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
786,Lyn: Blazing Whirlwind,The Blazing Blade,Infantry,Blue Lance,39,38,44,34,32,187,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
787,Lyn: Brave Lady,The Blazing Blade,Cavalry,Colorless Bow,35,33,35,18,28,149,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
788,Lyn: Bride of the Plains,The Blazing Blade,Infantry,Colorless Staff,39,28,34,23,24,148,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
789,Lyn: Glitters of Hope,The Blazing Blade,Cavalry,Colorless Bow,40,47,49,30,24,190,Colorless,Bow,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790,Lyn: Lady of the Beach,The Blazing Blade,Flying,Blue Bow,37,33,38,20,27,155,Blue,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
791,Lyn: Lady of the Plains,The Blazing Blade,Infantry,Red Sword,37,28,37,26,29,157,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
792,Lyn: Lady of the Wind,The Blazing Blade,Infantry,Green Bow,36,31,36,21,27,151,Green,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
793,Lyn: Ninja-Friend Duo,The Blazing Blade,Flying,Colorless Dagger,40,38,42,21,26,167,Colorless,Dagger,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
794,Lyn: Of Blazing,The Blazing Blade,Infantry,Green Bow,40,46,48,29,31,194,Green,Bow,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
795,Lyn: Plains Wind,The Blazing Blade,Cavalry,Green Beast,40,46,49,36,24,195,Green,Beast,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
796,Lyn: Wind's Embrace,The Blazing Blade,Armored,Blue Tome,37,31,36,27,34,165,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
797,Lyon: Demon King,The Sacred Stones,Infantry,Green Tome,40,40,16,32,35,163,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
798,Lyon: Esteemed Royals,The Sacred Stones,Cavalry,Green Tome,39,47,16,26,46,174,Green,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
799,Lyon: Grado's Gaze,The Sacred Stones,Infantry,Blue Tome,38,38,18,34,37,165,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
800,Lyon: Shadow Prince,The Sacred Stones,Infantry,Red Tome,41,34,21,26,30,152,Red,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
801,Lyon: Sunlit Prince,The Sacred Stones,Infantry,Red Sword,42,42,21,37,39,181,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
